price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,house_age,renovated_bool,log_price,log_sqft_living,log_sqft_above,log_sqft_basement,log_sqft_lot,log_sqft_lot15,log_sqft_living15,living_lot_ratio,sale_month,grade_level,condition_level,house_age_c,house_age_c_sq
85000.0,2,1.0,910,9753.0,1.0,0,0,3,5,910,0,1160,7405,68,0,11.3504,6.8145,6.8145,0.0,9.1854,8.91,7.057,0.093,3,Low,Average,24.68,609.1
239000.0,4,2.0,1980,10585.0,1.5,0,0,2,6,1980,0,1360,7810,90,0,12.3842,7.5914,7.5914,0.0,9.2673,8.9633,7.216,0.187,11,Low,Poor,46.68,2179.02
184900.0,2,1.0,1040,10080.0,1.0,0,0,3,6,1040,0,1000,8736,55,0,12.1276,6.9479,6.9479,0.0,9.2184,9.0753,6.9088,0.103,7,Low,Average,11.68,136.42
386000.0,4,2.25,2810,8560.0,1.0,0,0,3,8,1610,1200,2400,7600,36,0,12.8636,7.9413,7.3846,7.0909,9.055,8.936,7.7836,0.328,4,Mid,Average,-7.32,53.58
415000.0,4,2.5,2000,5962.0,2.0,0,0,3,8,2000,0,1790,10500,15,0,12.936,7.6014,7.6014,0.0,8.6933,9.2592,7.4905,0.335,6,Mid,Average,-28.32,802.02
387000.0,3,1.0,1530,6372.0,1.0,0,0,3,7,1210,320,1960,6426,53,0,12.8662,7.3337,7.0992,5.7714,8.7598,8.7683,7.5812,0.24,5,Mid,Average,9.68,93.7
2140000.0,6,4.0,5110,7128.0,2.5,0,0,4,11,5110,0,4110,6480,109,0,14.5763,8.5392,8.5392,0.0,8.8719,8.7766,8.3214,0.717,3,High,Good,65.68,4313.86
685000.0,4,2.25,3133,16197.0,2.0,0,0,3,9,2533,600,3090,15588,50,1,13.4372,8.0501,7.8376,6.3986,9.6926,9.6543,8.0362,0.193,1,Mid,Average,6.68,44.62
340000.0,4,2.5,2020,32710.0,1.0,0,0,3,7,1070,950,1340,17700,73,0,12.7367,7.6113,6.9763,6.8575,10.3955,9.7814,7.2012,0.062,10,Mid,Average,29.68,880.9
422000.0,2,1.0,750,4000.0,1.0,0,0,4,6,750,0,1120,5038,89,0,12.9528,6.6214,6.6214,0.0,8.2943,8.525,7.022,0.188,5,Low,Good,45.68,2086.66
442000.0,3,2.5,1980,39932.0,2.0,0,0,3,8,1980,0,2610,12769,20,0,12.9991,7.5914,7.5914,0.0,10.595,9.4549,7.8675,0.05,8,Mid,Average,-23.32,543.82
280000.0,3,1.0,1200,6250.0,1.0,0,0,3,6,920,280,1280,9375,71,0,12.5425,7.0909,6.8255,5.6384,8.7405,9.1459,7.1554,0.192,5,Low,Average,27.68,766.18
1150000.0,5,2.5,3580,8921.0,2.0,0,0,3,9,3580,0,2710,9308,14,0,13.9553,8.1834,8.1834,0.0,9.0963,9.1387,7.9051,0.401,7,Mid,Average,-29.32,859.66
279000.0,3,2.5,2010,11618.0,2.0,0,0,3,7,2010,0,1550,9354,24,0,12.539,7.6064,7.6064,0.0,9.3604,9.1437,7.3467,0.173,11,Mid,Average,-19.32,373.26
569000.0,4,2.0,1730,3884.0,1.0,0,0,5,7,1060,670,1360,3563,90,0,13.2516,7.4565,6.967,6.5088,8.2649,8.1786,7.216,0.445,6,Mid,Good,46.68,2179.02
1355000.0,5,3.5,5960,13703.0,2.0,0,2,3,10,4770,1190,2810,17320,30,0,14.1193,8.693,8.4703,7.0825,9.5254,9.7597,7.9413,0.435,5,High,Average,-13.32,177.42
209950.0,2,1.0,860,5080.0,1.0,0,0,3,7,860,0,1250,6477,55,0,12.2546,6.7581,6.7581,0.0,8.5333,8.7762,7.1317,0.169,4,Mid,Average,11.68,136.42
468000.0,3,1.5,1370,7697.0,1.0,0,0,3,7,1370,0,1370,7697,76,0,13.0562,7.2233,7.2233,0.0,8.9487,8.9487,7.2233,0.178,3,Mid,Average,32.68,1067.98
237100.0,3,1.75,1360,9603.0,1.0,0,0,3,7,1360,0,2240,10605,52,0,12.3762,7.216,7.216,0.0,9.1699,9.2692,7.7147,0.142,4,Mid,Average,8.68,75.34
336000.0,4,2.5,2530,8169.0,2.0,0,0,3,8,2530,0,2220,8013,21,0,12.7249,7.8364,7.8364,0.0,9.0082,8.9889,7.7057,0.31,7,Mid,Average,-22.32,498.18
500000.0,4,2.0,1680,3813.0,2.0,0,0,4,7,1680,0,2540,3996,114,0,13.1224,7.4271,7.4271,0.0,8.2464,8.2933,7.8403,0.441,12,Mid,Good,70.68,4995.66
290000.0,3,2.5,1580,6860.0,2.0,0,0,3,7,1580,0,1580,7050,20,0,12.5776,7.3658,7.3658,0.0,8.8336,8.8609,7.3658,0.23,4,Mid,Average,-23.32,543.82
1185000.0,7,3.5,3890,8342.0,2.0,0,4,3,9,2840,1050,2870,8342,47,0,13.9853,8.2664,7.9519,6.9575,9.0292,9.0292,7.9624,0.466,3,Mid,Average,3.68,13.54
365000.0,5,2.0,1600,4168.0,1.5,0,0,3,7,1600,0,1190,4168,87,0,12.8077,7.3784,7.3784,0.0,8.3354,8.3354,7.0825,0.384,7,Mid,Average,43.68,1907.94
146300.0,3,1.0,1200,9668.0,1.0,0,0,5,6,1200,0,1200,9800,40,0,11.8934,7.0909,7.0909,0.0,9.1767,9.1902,7.0909,0.124,3,Low,Good,-3.32,11.02
554000.0,3,1.75,1760,10780.0,1.0,0,0,3,8,1760,0,2090,10780,37,0,13.2249,7.4736,7.4736,0.0,9.2855,9.2855,7.6454,0.163,6,Mid,Average,-6.32,39.94
424000.0,3,1.75,1670,7700.0,1.0,0,0,3,7,1170,500,1500,7875,42,0,12.9575,7.4212,7.0656,6.2166,8.9491,8.9716,7.3139,0.217,6,Mid,Average,-1.32,1.74
1348000.0,4,3.5,4640,9827.0,2.0,0,2,3,10,3210,1430,3810,8207,8,0,14.1141,8.4427,8.0743,7.2661,9.193,9.0129,8.2456,0.472,4,High,Average,-35.32,1247.5
508500.0,4,1.5,1800,6750.0,1.5,0,0,4,7,1800,0,1420,5900,64,0,13.1392,7.4961,7.4961,0.0,8.8174,8.6829,7.2591,0.267,11,Mid,Good,20.68,427.66
244500.0,3,1.75,1210,8864.0,1.0,0,0,3,7,1210,0,1510,8062,30,0,12.407,7.0992,7.0992,0.0,9.0899,8.995,7.3205,0.137,5,Mid,Average,-13.32,177.42
206000.0,2,2.5,1280,1566.0,2.0,0,0,3,7,1280,0,1460,1845,9,0,12.2356,7.1554,7.1554,0.0,7.3569,7.5208,7.2869,0.817,11,Mid,Average,-34.32,1177.86
643500.0,3,2.0,1650,7104.0,2.0,0,0,3,8,1650,0,1730,7104,69,1,13.3747,7.4091,7.4091,0.0,8.8686,8.8686,7.4565,0.232,9,Mid,Average,25.68,659.46
372500.0,4,1.75,1590,10523.0,2.0,0,0,4,7,1590,0,1610,8568,92,0,12.828,7.3721,7.3721,0.0,9.2614,9.0559,7.3846,0.151,5,Mid,Good,48.68,2369.74
630000.0,5,2.0,1900,5000.0,1.0,0,2,3,8,1720,180,1770,5000,57,0,13.3535,7.5501,7.4507,5.1985,8.5174,8.5174,7.4793,0.38,7,Mid,Average,13.68,187.14
418000.0,2,2.5,1500,5004.0,2.0,0,0,3,8,1500,0,2080,2686,9,0,12.9432,7.3139,7.3139,0.0,8.5182,7.8962,7.6406,0.3,7,Mid,Average,-34.32,1177.86
425000.0,4,2.5,2689,6688.0,2.0,0,0,3,9,2689,0,2665,5700,9,0,12.9598,7.8973,7.8973,0.0,8.8082,8.6484,7.8883,0.402,2,Mid,Average,-34.32,1177.86
800000.0,4,2.75,3250,5500.0,2.0,0,0,3,9,3250,0,3920,6000,8,0,13.5924,8.0867,8.0867,0.0,8.6127,8.6997,8.2741,0.591,2,Mid,Average,-35.32,1247.5
208000.0,2,1.0,960,13438.0,1.0,0,0,3,7,960,0,1630,11656,63,0,12.2453,6.868,6.868,0.0,9.5059,9.3637,7.3969,0.071,12,Mid,Average,19.68,387.3
476000.0,3,1.75,1650,9600.0,1.0,0,0,4,7,1650,0,2040,12220,37,0,13.0732,7.4091,7.4091,0.0,9.1696,9.4109,7.6212,0.172,7,Mid,Good,-6.32,39.94
277500.0,3,2.5,1690,5171.0,2.0,0,0,3,8,1690,0,2550,5025,12,0,12.5336,7.4331,7.4331,0.0,8.551,8.5224,7.8442,0.327,2,Mid,Average,-31.32,980.94
478000.0,3,1.75,2790,36585.0,1.0,0,0,4,8,1410,1380,1900,45302,44,0,13.0774,7.9342,7.2521,7.2306,10.5074,10.7211,7.5501,0.076,8,Mid,Good,0.68,0.46
890000.0,4,2.75,2310,4020.0,3.0,0,0,5,8,2310,0,2270,3750,35,0,13.699,7.7454,7.7454,0.0,8.2993,8.2298,7.728,0.575,7,Mid,Good,-8.32,69.22
450000.0,3,3.5,1790,5500.0,3.0,0,0,3,8,1390,400,1560,1426,15,0,13.017,7.4905,7.2378,5.994,8.6127,7.2633,7.3531,0.325,3,Mid,Average,-28.32,802.02
205000.0,3,1.25,1230,8750.0,1.0,0,0,3,6,1230,0,1230,8750,49,0,12.2308,7.1156,7.1156,0.0,9.0769,9.0769,7.1156,0.141,6,Low,Average,5.68,32.26
665000.0,3,2.0,1620,2640.0,1.5,0,0,5,8,1620,0,1470,4080,85,0,13.4075,7.3908,7.3908,0.0,7.8789,8.3141,7.2937,0.614,7,Mid,Good,41.68,1737.22
518000.0,4,2.75,2440,12051.0,1.0,0,0,5,8,1440,1000,2030,8006,48,0,13.1577,7.8002,7.2731,6.9088,9.397,8.9881,7.6163,0.202,10,Mid,Good,4.68,21.9
465000.0,4,2.25,2100,7350.0,2.0,0,0,3,8,2100,0,1780,7350,35,0,13.0498,7.6502,7.6502,0.0,8.9026,8.9026,7.4849,0.286,9,Mid,Average,-8.32,69.22
330000.0,3,2.5,3040,8670.0,2.0,0,0,3,7,3040,0,2760,6926,11,0,12.7069,8.0199,8.0199,0.0,9.0677,8.8432,7.9233,0.351,6,Mid,Average,-32.32,1044.58
449400.0,4,3.0,2490,5064.0,2.0,0,0,3,7,2490,0,2470,5064,7,0,13.0157,7.8204,7.8204,0.0,8.5301,8.5301,7.8124,0.492,12,Mid,Average,-36.32,1319.14
829000.0,3,2.75,2690,10443.0,1.0,0,0,3,9,2690,0,1440,4185,8,0,13.628,7.8977,7.8977,0.0,9.2538,8.3395,7.2731,0.258,2,Mid,Average,-35.32,1247.5
450000.0,4,1.75,2190,9752.0,1.0,0,0,3,8,2190,0,2040,9964,51,0,13.017,7.6921,7.6921,0.0,9.1853,9.2068,7.6212,0.225,2,Mid,Average,7.68,58.98
310000.0,3,1.75,1490,9120.0,1.0,0,0,5,7,1490,0,1340,8040,55,0,12.6443,7.3072,7.3072,0.0,9.1183,8.9923,7.2012,0.163,10,Mid,Good,11.68,136.42
615000.0,3,2.25,2530,45234.0,2.0,0,0,4,9,2530,0,3110,35617,29,0,13.3294,7.8364,7.8364,0.0,10.7196,10.4806,8.0427,0.056,9,Mid,Good,-14.32,205.06
605000.0,3,2.0,2060,4040.0,1.0,0,0,4,8,1120,940,1500,4000,67,0,13.313,7.6309,7.022,6.8469,8.3042,8.2943,7.3139,0.51,6,Mid,Good,23.68,560.74
437500.0,3,2.25,1970,35100.0,2.0,0,0,4,9,1970,0,2340,35100,37,0,12.9888,7.5863,7.5863,0.0,10.466,10.466,7.7583,0.056,5,Mid,Good,-6.32,39.94
545000.0,3,1.75,1400,4000.0,1.5,0,0,4,7,1400,0,1050,4330,89,0,13.2085,7.2449,7.2449,0.0,8.2943,8.3736,6.9575,0.35,9,Mid,Good,45.68,2086.66
770000.0,3,2.5,3680,35617.0,1.0,0,0,3,10,2390,1290,3570,35633,29,0,13.5541,8.2109,7.7795,7.1632,10.4806,10.4811,8.1806,0.103,7,High,Average,-14.32,205.06
600000.0,5,2.25,3000,13899.0,2.0,0,0,4,8,3000,0,2270,10763,39,0,13.3047,8.0067,8.0067,0.0,9.5396,9.284,7.728,0.216,7,Mid,Good,-4.32,18.66
560000.0,3,1.0,1440,5000.0,2.0,0,0,3,7,1440,0,1850,4500,104,0,13.2357,7.2731,7.2731,0.0,8.5174,8.4121,7.5235,0.288,5,Mid,Average,60.68,3682.06
1920000.0,5,5.75,7730,230868.0,2.0,0,0,3,12,6660,1070,2660,39292,11,0,14.4678,8.953,8.804,6.9763,12.3496,10.5788,7.8865,0.033,1,High,Average,-32.32,1044.58
457000.0,3,1.0,1170,3348.0,1.5,0,0,4,7,1170,0,1590,4219,90,0,13.0324,7.0656,7.0656,0.0,8.1164,8.3476,7.3721,0.349,11,Mid,Good,46.68,2179.02
585000.0,2,1.0,1770,8640.0,1.5,0,0,3,6,1520,250,1060,4804,65,0,13.2794,7.4793,7.3271,5.5255,9.0643,8.4774,6.967,0.205,5,Low,Average,21.68,470.02
560000.0,3,2.0,1860,13374.0,1.0,0,0,3,8,1860,0,1960,9797,29,0,13.2357,7.5289,7.5289,0.0,9.5011,9.1899,7.5812,0.139,5,Mid,Average,-14.32,205.06
345000.0,2,1.0,770,3008.0,1.0,0,0,4,5,770,0,1550,4563,98,0,12.7513,6.6477,6.6477,0.0,8.0094,8.426,7.3467,0.256,4,Low,Good,54.68,2989.9
550000.0,4,3.5,3820,17745.0,2.0,0,2,3,8,2440,1380,2520,9640,59,0,13.2177,8.2483,7.8002,7.2306,9.7839,9.1738,7.8324,0.215,7,Mid,Average,15.68,245.86
589950.0,4,2.5,3190,8195.0,2.0,0,0,3,10,3190,0,3400,7607,8,0,13.2878,8.0681,8.0681,0.0,9.0114,8.937,8.1318,0.389,6,High,Average,-35.32,1247.5
327000.0,3,1.5,1320,13200.0,1.0,0,0,3,7,1320,0,1730,13200,44,0,12.6977,7.1861,7.1861,0.0,9.488,9.488,7.4565,0.1,6,Mid,Average,0.68,0.46
800000.0,3,2.25,1730,31491.0,2.0,1,2,4,7,1730,0,1400,12410,67,1,13.5924,7.4565,7.4565,0.0,10.3575,9.4263,7.2449,0.055,5,Mid,Good,23.68,560.74
150000.0,3,1.0,1010,25000.0,1.0,0,0,3,6,1010,0,2020,101494,48,0,11.9184,6.9187,6.9187,0.0,10.1267,11.5278,7.6113,0.04,5,Low,Average,4.68,21.9
425000.0,2,2.5,1140,1182.0,3.0,0,0,3,8,1140,0,1290,1189,7,0,12.9598,7.0397,7.0397,0.0,7.0758,7.0817,7.1632,0.964,6,Mid,Average,-36.32,1319.14
350000.0,3,1.0,860,7030.0,1.0,0,0,3,7,860,0,1360,7500,41,0,12.7657,6.7581,6.7581,0.0,8.8581,8.9228,7.216,0.122,8,Mid,Average,-2.32,5.38
273000.0,3,1.75,1540,12895.5,2.0,0,0,4,6,1540,0,1540,10000,37,0,12.5172,7.3402,7.3402,0.0,9.4647,9.2104,7.3402,0.119,3,Low,Good,-6.32,39.94
750000.0,4,2.25,2160,9525.0,1.0,0,0,3,8,1080,1080,2780,9525,54,0,13.5278,7.6783,6.9856,6.9856,9.1618,9.1618,7.9306,0.227,3,Mid,Average,10.68,114.06
240000.0,3,1.5,1450,9477.0,1.0,0,0,4,7,1450,0,1460,9477,51,0,12.3884,7.28,7.28,0.0,9.1567,9.1567,7.2869,0.153,10,Mid,Good,7.68,58.98
400000.0,3,1.75,1830,9620.0,1.0,0,0,4,8,1830,0,1990,8280,37,0,12.8992,7.5126,7.5126,0.0,9.1717,9.0217,7.5964,0.19,3,Mid,Good,-6.32,39.94
230000.0,3,1.5,1630,6625.0,1.0,0,0,5,7,980,650,1440,7145,34,0,12.3458,7.3969,6.8886,6.4785,8.7988,8.8743,7.2731,0.246,10,Mid,Good,-9.32,86.86
372000.0,4,2.5,2500,8215.0,2.0,0,0,3,8,2500,0,2360,7801,25,0,12.8267,7.8244,7.8244,0.0,9.0138,8.9621,7.7668,0.304,4,Mid,Average,-18.32,335.62
459500.0,3,1.75,1470,4950.0,1.0,0,0,3,7,1030,440,1100,5250,30,0,13.0379,7.2937,6.9383,6.089,8.5073,8.5662,7.004,0.297,7,Mid,Average,-13.32,177.42
582000.0,3,2.5,2380,19860.0,2.0,0,0,4,8,2380,0,2450,10220,19,0,13.2742,7.7753,7.7753,0.0,9.8965,9.2322,7.8043,0.12,8,Mid,Good,-24.32,591.46
465000.0,4,2.5,2170,7700.0,1.0,0,0,3,7,1420,750,1710,7770,45,0,13.0498,7.6829,7.2591,6.6214,8.9491,8.9582,7.4448,0.282,11,Mid,Average,1.68,2.82
386000.0,3,2.0,2120,7560.0,1.0,0,0,3,9,2120,0,2660,7700,23,0,12.8636,7.6596,7.6596,0.0,8.9308,8.9491,7.8865,0.28,5,Mid,Average,-20.32,412.9
546000.0,3,2.5,1530,3464.0,2.0,0,0,3,8,1530,0,1530,3446,16,0,13.2104,7.3337,7.3337,0.0,8.1505,8.1453,7.3337,0.442,6,Mid,Average,-27.32,746.38
278000.0,3,1.75,2710,9088.0,1.0,0,0,4,7,2060,650,1690,10454,49,0,12.5354,7.9051,7.6309,6.4785,9.1148,9.2548,7.4331,0.298,10,Mid,Good,5.68,32.26
540000.0,3,2.5,2860,8935.0,2.0,0,0,3,8,2860,0,2650,6167,10,0,13.1993,7.9589,7.9589,0.0,9.0978,8.7271,7.8827,0.32,9,Mid,Average,-33.32,1110.22
529000.0,4,1.75,2800,90169.0,2.0,0,0,3,7,2800,0,1600,27194,80,1,13.1787,7.9377,7.9377,0.0,11.4095,10.2108,7.3784,0.031,12,Mid,Average,36.68,1345.42
554000.0,4,1.0,1120,7104.0,1.5,0,0,3,7,1120,0,1370,7104,68,0,13.2249,7.022,7.022,0.0,8.8686,8.8686,7.2233,0.158,6,Mid,Average,24.68,609.1
210000.0,3,1.0,1730,7210.0,1.0,0,0,3,7,1430,300,1820,7210,51,0,12.2549,7.4565,7.2661,5.7071,8.8834,8.8834,7.5071,0.24,8,Mid,Average,7.68,58.98
225000.0,2,1.0,1010,5408.0,1.0,0,0,4,6,1010,0,980,7800,89,0,12.3239,6.9187,6.9187,0.0,8.5958,8.962,6.8886,0.187,5,Low,Good,45.68,2086.66
561600.0,4,2.5,2350,6624.0,2.0,0,0,3,9,2350,0,2590,11240,24,0,13.2385,7.7626,7.7626,0.0,8.7986,9.3273,7.8598,0.355,7,Mid,Average,-19.32,373.26
300000.0,6,3.0,2860,5682.0,2.0,0,0,3,7,2860,0,1390,5956,36,0,12.6115,7.9589,7.9589,0.0,8.6452,8.6923,7.2378,0.503,5,Mid,Average,-7.32,53.58
1650000.0,4,3.5,4285,5500.0,2.0,0,1,5,10,3485,800,2960,6902,68,0,14.3163,8.3631,8.1565,6.6859,8.6127,8.8397,7.9933,0.779,8,High,Good,24.68,609.1
1017100.0,4,3.75,4060,19290.0,2.0,0,0,3,10,4060,0,4020,13250,12,0,13.8325,8.3092,8.3092,0.0,9.8674,9.4918,8.2993,0.21,6,High,Average,-31.32,980.94
150000.0,3,1.0,1310,9612.0,1.0,0,0,3,7,960,350,1310,9812,52,0,11.9184,7.1785,6.868,5.8608,9.1709,9.1915,7.1785,0.136,6,Mid,Average,8.68,75.34
400950.0,2,1.75,2320,6250.0,1.0,0,0,3,7,1400,920,1420,6250,66,0,12.9016,7.7498,7.2449,6.8255,8.7405,8.7405,7.2591,0.371,9,Mid,Average,22.68,514.38
620000.0,4,2.25,2210,8101.0,2.0,0,0,3,9,2210,0,2330,8842,30,0,13.3375,7.7012,7.7012,0.0,8.9999,9.0874,7.7541,0.273,1,Mid,Average,-13.32,177.42
449000.0,4,2.75,2090,14141.0,1.5,0,0,4,8,1680,410,1990,12920,73,0,13.0148,7.6454,7.4271,6.0186,9.5569,9.4666,7.5964,0.148,8,Mid,Good,29.68,880.9
630000.0,4,2.5,2240,4025.0,1.0,0,2,3,7,1250,990,1380,3500,88,1,13.3535,7.7147,7.1317,6.8987,8.3005,8.1608,7.2306,0.557,7,Mid,Average,44.68,1996.3
336000.0,2,1.0,1180,7200.0,1.0,0,0,4,6,1180,0,1180,7200,66,0,12.7249,7.0741,7.0741,0.0,8.882,8.882,7.0741,0.164,4,Low,Good,22.68,514.38
299950.0,4,1.75,1560,31299.0,1.0,0,0,4,7,1560,0,2460,44907,49,0,12.6114,7.3531,7.3531,0.0,10.3514,10.7124,7.8083,0.05,6,Mid,Good,5.68,32.26
352500.0,4,2.0,1970,7451.0,1.0,0,0,3,8,1350,620,1980,7510,53,0,12.7728,7.5863,7.2086,6.4313,8.9162,8.9241,7.5914,0.264,3,Mid,Average,9.68,93.7
150000.0,2,1.0,840,12750.0,1.0,0,0,3,6,840,0,1480,6969,89,0,11.9184,6.7346,6.7346,0.0,9.4534,8.8494,7.3005,0.066,10,Low,Average,45.68,2086.66
175000.0,2,1.0,840,12750.0,1.0,0,0,3,6,840,0,1480,6969,90,0,12.0725,6.7346,6.7346,0.0,9.4534,8.8494,7.3005,0.066,4,Low,Average,46.68,2179.02
305000.0,3,2.0,1830,10873.0,1.0,0,0,3,8,1830,0,2490,8976,25,0,12.6281,7.5126,7.5126,0.0,9.2941,9.1024,7.8204,0.168,7,Mid,Average,-18.32,335.62
2574000.0,4,3.75,4475,20424.0,2.0,1,4,3,12,2659,1816,4340,5250,15,0,14.761,8.4065,7.8861,7.5049,9.9245,8.5662,8.3759,0.219,9,High,Average,-28.32,802.02
607500.0,3,1.5,1800,4700.0,1.0,0,0,3,7,1200,600,1580,4700,73,0,13.3171,7.4961,7.0909,6.3986,8.4555,8.4555,7.3658,0.383,7,Mid,Average,29.68,880.9
505000.0,2,1.0,1250,5040.0,1.0,0,0,3,7,950,300,1290,5040,94,0,13.1323,7.1317,6.8575,5.7071,8.5254,8.5254,7.1632,0.248,11,Mid,Average,50.68,2568.46
280500.0,3,1.75,2440,10179.0,1.0,0,0,4,7,1220,1220,1650,9711,52,0,12.5443,7.8002,7.1074,7.1074,9.2282,9.1811,7.4091,0.24,10,Mid,Good,8.68,75.34
610000.0,3,2.5,2910,12283.0,2.0,0,2,3,10,2910,0,2680,22499,21,0,13.3212,7.9763,7.9763,0.0,9.4161,10.0213,7.8939,0.237,7,High,Average,-22.32,498.18
381000.0,5,2.75,3060,6895.0,2.0,0,0,3,8,3060,0,2590,6895,11,0,12.8506,8.0265,8.0265,0.0,8.8387,8.8387,7.8598,0.444,8,Mid,Average,-32.32,1044.58
482000.0,5,2.25,2230,9600.0,1.0,0,0,3,8,1320,910,2080,9760,36,0,13.0857,7.7102,7.1861,6.8145,9.1696,9.1862,7.6406,0.232,5,Mid,Average,-7.32,53.58
379950.0,3,1.0,1270,6900.0,1.0,0,0,3,7,1270,0,1480,7280,37,0,12.8478,7.1476,7.1476,0.0,8.8394,8.893,7.3005,0.184,10,Mid,Average,-6.32,39.94
2500000.0,4,3.5,4300,19844.0,2.0,0,0,3,11,4300,0,3070,19845,29,1,14.7318,8.3666,8.3666,0.0,9.8957,9.8958,8.0298,0.217,10,High,Average,-14.32,205.06
425000.0,3,2.25,1580,39189.0,1.0,0,0,3,7,1180,400,1580,29649,22,0,12.9598,7.3658,7.0741,5.994,10.5762,10.2972,7.3658,0.04,6,Mid,Average,-21.32,454.54
580000.0,4,2.25,2570,36465.0,2.0,0,0,4,8,2570,0,2390,41454,34,0,13.2708,7.8521,7.8521,0.0,10.5041,10.6324,7.7795,0.07,9,Mid,Good,-9.32,86.86
605000.0,2,1.0,860,6510.0,1.0,0,0,3,7,860,0,1740,10800,63,0,13.313,6.7581,6.7581,0.0,8.7812,9.2874,7.4622,0.132,3,Mid,Average,19.68,387.3
194000.0,1,1.0,820,1060.0,1.0,0,0,3,8,760,60,1770,1853,7,0,12.1756,6.7105,6.6346,4.1109,6.967,7.5251,7.4793,0.774,5,Mid,Average,-36.32,1319.14
546200.0,4,2.25,2090,8579.0,2.0,0,0,3,8,2090,0,1850,8843,28,0,13.2107,7.6454,7.6454,0.0,9.0572,9.0875,7.5235,0.244,4,Mid,Average,-15.32,234.7
1395000.0,4,3.5,3560,11843.0,2.0,0,0,3,10,2560,1000,3100,18047,0,0,14.1484,8.1778,7.8482,6.9088,9.3796,9.8008,8.0395,0.301,8,High,Average,-43.32,1876.62
315000.0,3,1.75,1860,9629.0,1.0,0,0,4,7,1240,620,1940,9629,54,0,12.6603,7.5289,7.1237,6.4313,9.1726,9.1726,7.571,0.193,4,Mid,Good,10.68,114.06
465000.0,3,1.5,900,8690.0,1.5,0,0,5,6,900,0,1000,6150,73,0,13.0498,6.8035,6.8035,0.0,9.07,8.7244,6.9088,0.104,12,Low,Good,29.68,880.9
330000.0,2,1.0,1160,32251.0,1.0,0,0,3,6,580,580,1160,33656,51,1,12.7069,7.057,6.3648,6.3648,10.3813,10.424,7.057,0.036,10,Low,Average,7.68,58.98
795000.0,4,2.75,3100,7501.0,2.0,0,0,3,10,3100,0,3140,8672,16,0,13.5861,8.0395,8.0395,0.0,8.9229,9.068,8.0523,0.413,8,High,Average,-27.32,746.38
265000.0,4,2.25,2300,9100.0,1.0,0,0,3,7,1280,1020,1640,9100,37,0,12.4875,7.7411,7.1554,6.9285,9.1161,9.1161,7.4031,0.253,8,Mid,Average,-6.32,39.94
1300000.0,4,2.5,3110,11857.0,2.0,0,4,3,11,2040,1070,3110,11570,25,0,14.0779,8.0427,7.6212,6.9763,9.3808,9.3563,8.0427,0.262,1,High,Average,-18.32,335.62
126500.0,3,1.0,1130,12212.0,1.0,0,0,3,6,1130,0,1190,9240,73,0,11.748,7.0309,7.0309,0.0,9.4103,9.1314,7.0825,0.093,5,Low,Average,29.68,880.9
760000.0,4,2.5,2920,7901.0,2.0,0,0,3,9,2920,0,3020,7900,10,0,13.5411,7.9797,7.9797,0.0,8.9749,8.9747,8.0133,0.37,8,Mid,Average,-33.32,1110.22
540000.0,2,1.25,1230,1569.0,2.0,0,0,3,9,1050,180,1100,1230,5,0,13.1993,7.1156,6.9575,5.1985,7.3588,7.1156,7.004,0.784,9,Mid,Average,-38.32,1468.42
446000.0,5,2.25,2190,12687.0,1.0,0,0,5,7,1370,820,2280,10784,36,0,13.0081,7.6921,7.2233,6.7105,9.4484,9.2859,7.7324,0.173,5,Mid,Good,-7.32,53.58
170000.0,2,0.75,850,5600.0,1.0,0,2,3,6,850,0,900,12250,112,1,12.0436,6.7464,6.7464,0.0,8.6307,9.4134,6.8035,0.152,3,Low,Average,68.68,4716.94
379000.0,3,2.5,1500,7420.0,1.0,0,0,3,7,1000,500,1840,7272,42,0,12.8453,7.3139,6.9088,6.2166,8.9121,8.8919,7.5181,0.202,10,Mid,Average,-1.32,1.74
1400000.0,9,4.0,4620,5508.0,2.5,0,0,3,11,3870,750,2710,4320,100,0,14.152,8.4384,8.2613,6.6214,8.6141,8.3712,7.9051,0.839,3,High,Average,56.68,3212.62
800000.0,4,2.75,3150,7035.0,2.0,0,0,3,9,3150,0,3200,7035,10,0,13.5924,8.0555,8.0555,0.0,8.8588,8.8588,8.0712,0.448,6,Mid,Average,-33.32,1110.22
260000.0,3,1.0,1300,8276.0,1.0,0,0,3,7,1300,0,1260,10139,53,1,12.4684,7.1709,7.1709,0.0,9.0212,9.2242,7.1397,0.157,3,Mid,Average,9.68,93.7
820000.0,5,2.5,3160,8000.0,1.0,0,0,4,7,1580,1580,2440,8079,55,0,13.6171,8.0586,7.3658,7.3658,8.9873,8.9971,7.8002,0.395,3,Mid,Good,11.68,136.42
449950.0,3,1.75,2070,96703.0,1.0,0,3,4,7,2070,0,1820,117612,16,0,13.0169,7.6358,7.6358,0.0,11.4794,11.6752,7.5071,0.021,4,Mid,Good,-27.32,746.38
392000.0,3,2.25,1790,7125.0,1.0,0,0,3,7,1220,570,2040,7950,40,0,12.879,7.4905,7.1074,6.3474,8.8715,8.9811,7.6212,0.251,9,Mid,Average,-3.32,11.02
